Number;Name;Type 1;Type 2;Abilities;HP;Att;Def;Spa;Spd;Spe;BST;Height;Weight;Generation;Experience type;Evolutionary Stage;Final Evolution;Catch Rate;Legendary;Mega Evolution;Alolan Form;Galarian Form;Against Normal;Against Fire;Against Water;Against Electric;Against Grass;Against Ice;Against Fighting;Against Poison;Against Ground;Against Flying;Against Psychic;Against Bug;Against Rock;Against Ghost;Against Dragon;Against Dark;Against Steel;Against Fairy
274;Nuzleaf;Grass;Dark;['Chlorophyll', 'Early Bird', 'Pickpocket'];70;70;40;60;40;60;340;1.0;28.0;3;Medium Slow;2;0;120;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;2.0;2.0;0.5;2.0;0.0;4.0;1.0;0.5;1.0;0.5;1.0;2.0
275;Shiftry;Grass;Dark;['Chlorophyll', 'Early Bird', 'Pickpocket'];90;100;60;90;60;80;480;1.3;59.6;3;Medium Slow;3;1;45;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;2.0;2.0;0.5;2.0;0.0;4.0;1.0;0.5;1.0;0.5;1.0;2.0
276;Taillow;Normal;Flying;['Guts', 'Scrappy'];40;55;30;30;30;85;270;0.3;2.3;3;Medium Slow;1;0;200;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
277;Swellow;Normal;Flying;['Guts', 'Scrappy'];60;85;60;75;50;125;455;0.7;19.8;3;Medium Slow;2;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
278;Wingull;Water;Flying;['Hydration', 'Keen Eye', 'Rain Dish'];40;30;30;55;30;85;270;0.6;9.5;3;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;4.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
279;Pelipper;Water;Flying;['Drizzle', 'Keen Eye', 'Rain Dish'];60;50;100;95;70;65;440;1.2;28.0;3;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;0.5;4.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
280;Ralts;Psychic;Fairy;['Synchronize', 'Telepathy', 'Trace'];28;25;25;45;35;40;198;0.4;6.6;3;Slow;1;0;235;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
281;Kirlia;Psychic;Fairy;['Synchronize', 'Telepathy', 'Trace'];38;35;35;65;55;50;278;0.8;20.2;3;Slow;2;0;120;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
282;Gardevoir;Psychic;Fairy;['Synchronize', 'Telepathy', 'Trace'];68;65;65;125;115;80;518;1.6;48.4;3;Slow;3;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
282;Mega Gardevoir;Psychic;Fairy;['Pixilate'];68;85;65;165;135;100;618;1.6;48.4;6;Slow;3;1;45;0;1;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.3;2.0;1.0;1.0;0.5;1.0;1.0;2.0;0.0;1.0;2.0;1.0
283;Surskit;Bug;Water;['Rain Dish', 'Swift Swim'];40;30;32;50;52;65;269;0.5;1.7;3;Medium Fast;1;0;200;0;0;0;0;1.0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
284;Masquerain;Bug;Flying;['Intimidate', 'Unnerve'];70;60;62;100;82;80;454;0.8;3.6;3;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;1.0;2.0;0.3;2.0;0.3;1.0;0.0;2.0;1.0;0.5;4.0;1.0;1.0;1.0;1.0;1.0
285;Shroomish;Grass;;['Effect Spore', 'Poison Heal', 'Quick Feet'];60;40;60;40;60;35;295;0.4;4.5;3;Fluctuating;1;0;255;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
286;Breloom;Grass;Fighting;['Effect Spore', 'Poison Heal', 'Technician'];60;130;80;60;60;70;460;1.2;39.2;3;Fluctuating;2;1;90;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;4.0;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0
287;Slakoth;Normal;;['Truant'];60;60;60;35;35;30;280;0.8;24.0;3;Slow;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
288;Vigoroth;Normal;;['Vital Spirit'];80;80;80;55;55;90;440;1.4;46.5;3;Slow;2;0;120;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
289;Slaking;Normal;;['Truant'];150;160;100;95;65;100;670;2.0;130.5;3;Slow;3;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
290;Nincada;Bug;Ground;['Run Away'];31;45;90;30;30;40;266;0.5;5.5;3;Erratic;1;0;255;0;0;0;0;1.0;2.0;2.0;0.0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
291;Ninjask;Bug;Flying;['Infiltrator', 'Speed Boost'];61;90;45;50;50;160;456;0.8;12.0;3;Erratic;2;1;120;0;0;0;0;1.0;2.0;1.0;2.0;0.3;2.0;0.3;1.0;0.0;2.0;1.0;0.5;4.0;1.0;1.0;1.0;1.0;1.0
292;Shedinja;Bug;Ghost;['Wonder Guard'];1;90;45;30;30;40;236;0.8;1.2;3;Erratic;2;1;45;0;0;0;0;0.0;2.0;1.0;1.0;0.5;1.0;0.0;0.5;0.5;2.0;1.0;0.5;2.0;2.0;1.0;2.0;1.0;1.0
293;Whismur;Normal;;['Rattled', 'Soundproof'];64;51;23;51;23;28;240;0.6;16.3;3;Medium Slow;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
294;Loudred;Normal;;['Scrappy', 'Soundproof'];84;71;43;71;43;48;360;1.0;40.5;3;Medium Slow;2;0;120;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
295;Exploud;Normal;;['Scrappy', 'Soundproof'];104;91;63;91;73;68;490;1.5;84.0;3;Medium Slow;3;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
296;Makuhita;Fighting;;['Guts', 'Sheer Force', 'Thick Fat'];72;60;30;20;30;25;237;1.0;86.4;3;Fluctuating;1;0;180;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
297;Hariyama;Fighting;;['Guts', 'Sheer Force', 'Thick Fat'];144;120;60;40;60;50;474;2.3;253.8;3;Fluctuating;2;1;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
298;Azurill;Normal;Fairy;['Huge Power', 'Sap Sipper', 'Thick Fat'];50;20;40;20;40;20;190;0.2;2.0;3;Fast;1;0;150;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;0.0;0.0;0.5;2.0;1.0
299;Nosepass;Rock;;['Magnet Pull', 'Sand Force', 'Sturdy'];30;45;135;45;90;30;375;1.0;97.0;3;Medium Fast;1;0;255;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
300;Skitty;Normal;;['Cute Charm', 'Normalize', 'Wonder Skin'];50;45;45;35;35;50;260;0.6;11.0;3;Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
301;Delcatty;Normal;;['Cute Charm', 'Normalize', 'Wonder Skin'];70;65;65;55;55;90;400;1.1;32.6;3;Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
302;Sableye;Dark;Ghost;['Keen Eye', 'Prankster', 'Stall'];50;75;75;65;65;50;380;0.5;11.0;3;Medium Slow;1;1;45;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
302;Mega Sableye;Dark;Ghost;['Magic Bounce'];50;85;125;85;115;20;480;0.5;161.0;6;Medium Slow;1;1;45;0;1;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
303;Mawile;Steel;Fairy;['Hyper Cutter', 'Intimidate', 'Sheer Force'];50;85;85;55;55;50;380;0.6;11.5;3;Fast;1;1;45;0;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.5;0.3;0.5;1.0;0.0;0.5;1.0;0.5
303;Mega Mawile;Steel;Fairy;['Huge Power'];50;105;125;55;95;50;480;1.0;23.5;6;Fast;1;1;45;0;1;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.5;0.3;0.5;1.0;0.0;0.5;1.0;0.5
304;Aron;Steel;Rock;['Heavy Metal', 'Rock Head', 'Sturdy'];50;70;100;40;40;30;330;0.4;60.0;3;Slow;1;0;180;0;0;0;0;0.3;1.0;2.0;1.0;1.0;0.5;4.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;1.0;0.5
305;Lairon;Steel;Rock;['Heavy Metal', 'Rock Head', 'Sturdy'];60;90;140;50;50;40;430;0.9;120.0;3;Slow;2;0;90;0;0;0;0;0.3;1.0;2.0;1.0;1.0;0.5;4.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;1.0;0.5
306;Aggron;Steel;Rock;['Heavy Metal', 'Rock Head', 'Sturdy'];70;110;180;60;60;50;530;2.1;360.0;3;Slow;3;1;45;0;0;0;0;0.3;1.0;2.0;1.0;1.0;0.5;4.0;0.0;4.0;0.3;0.5;0.5;0.5;1.0;0.5;1.0;1.0;0.5
306;Mega Aggron;Steel;;['Filter'];70;140;230;60;80;50;630;2.2;395.0;6;Slow;3;1;45;0;1;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
307;Meditite;Fighting;Psychic;['Pure Power', 'Telepathy'];30;40;55;40;55;60;280;0.6;11.2;3;Medium Fast;1;0;180;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0
308;Medicham;Fighting;Psychic;['Pure Power', 'Telepathy'];60;60;75;60;75;80;410;1.3;31.5;3;Medium Fast;2;1;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0
308;Mega Medicham;Fighting;Psychic;['Pure Power'];60;100;85;80;85;100;510;1.3;31.5;6;Medium Fast;2;1;90;0;1;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0
309;Electrike;Electric;;['Lightning Rod', 'Minus', 'Static'];40;45;40;65;40;65;295;0.6;15.2;3;Slow;1;0;120;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
310;Manectric;Electric;;['Lightning Rod', 'Minus', 'Static'];70;75;60;105;60;105;475;1.5;40.2;3;Slow;2;1;45;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
310;Mega Manectric;Electric;;['Intimidate'];70;75;80;135;80;135;575;1.8;44.0;6;Slow;2;1;45;0;1;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
311;Plusle;Electric;;['Lightning Rod', 'Plus'];60;50;40;85;75;95;405;0.4;4.2;3;Medium Fast;1;1;200;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
312;Minun;Electric;;['Minus', 'Volt Absorb'];60;40;50;75;85;95;405;0.4;4.2;3;Medium Fast;1;1;200;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
313;Volbeat;Bug;;['Illuminate', 'Prankster', 'Swarm'];65;73;75;47;85;85;430;0.7;17.7;3;Erratic;1;1;150;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
314;Illumise;Bug;;['Oblivious', 'Prankster', 'Tinted Lens'];65;47;75;73;85;85;430;0.6;17.7;3;Fluctuating;1;1;150;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
315;Roselia;Grass;Poison;['Leaf Guard', 'Natural Cure', 'Poison Point'];50;60;45;100;80;65;400;0.3;2.0;3;Medium Slow;2;0;150;0;0;0;0;1.0;2.0;0.5;0.5;0.3;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5
316;Gulpin;Poison;;['Gluttony', 'Liquid Ooze', 'Sticky Hold'];70;43;53;43;53;40;302;0.4;10.3;3;Fluctuating;1;0;225;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
317;Swalot;Poison;;['Gluttony', 'Liquid Ooze', 'Sticky Hold'];100;73;83;73;83;55;467;1.7;80.0;3;Fluctuating;2;1;75;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
318;Carvanha;Water;Dark;['Rough Skin', 'Speed Boost'];45;90;20;65;20;65;305;0.8;20.8;3;Slow;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
319;Sharpedo;Water;Dark;['Rough Skin', 'Speed Boost'];70;120;40;95;40;95;460;1.8;88.8;3;Slow;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
319;Mega Sharpedo;Water;Dark;['Strong Jaw'];70;140;70;110;65;105;560;2.5;130.3;6;Slow;2;1;60;0;1;0;0;1.0;0.5;0.5;2.0;2.0;0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
320;Wailmer;Water;;['Oblivious', 'Pressure', 'Water Veil'];130;70;35;70;35;60;400;2.0;130.0;3;Fluctuating;1;0;125;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
321;Wailord;Water;;['Oblivious', 'Pressure', 'Water Veil'];170;90;45;90;45;60;500;14.5;398.0;3;Fluctuating;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
322;Numel;Fire;Ground;['Oblivious', 'Own Tempo', 'Simple'];60;60;40;65;45;35;305;0.7;24.0;3;Medium Fast;1;0;255;0;0;0;0;1.0;0.5;4.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
323;Camerupt;Fire;Ground;['Anger Point', 'Magma Armor', 'Solid Rock'];70;100;70;105;75;40;460;1.9;220.0;3;Medium Fast;2;1;150;0;0;0;0;1.0;0.5;4.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
323;Mega Camerupt;Fire;Ground;['Sheer Force'];70;120;100;145;105;20;560;2.5;320.5;6;Medium Fast;2;1;150;0;1;0;0;1.0;0.5;4.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
324;Torkoal;Fire;;['Drought', 'Shell Armor', 'White Smoke'];70;85;140;85;70;20;470;0.5;80.4;3;Medium Fast;1;1;90;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
325;Spoink;Psychic;;['Gluttony', 'Own Tempo', 'Thick Fat'];60;25;35;70;80;60;330;0.7;30.6;3;Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
326;Grumpig;Psychic;;['Gluttony', 'Own Tempo', 'Thick Fat'];80;45;65;90;110;80;470;0.9;71.5;3;Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
327;Spinda;Normal;;['Contrary', 'Own Tempo', 'Tangled Feet'];60;60;60;60;60;60;360;1.1;5.0;3;Fast;1;1;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
328;Trapinch;Ground;;['Arena Trap', 'Hyper Cutter', 'Sheer Force'];45;100;45;45;45;10;290;0.7;15.0;3;Medium Slow;1;0;255;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
329;Vibrava;Ground;Dragon;['Levitate'];50;70;50;50;50;70;340;1.1;15.3;3;Medium Slow;2;0;120;0;0;0;0;1.0;0.5;1.0;0.0;1.0;4.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;2.0
330;Flygon;Ground;Dragon;['Levitate'];80;100;80;80;80;100;520;2.0;82.0;3;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;1.0;0.0;1.0;4.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;2.0
331;Cacnea;Grass;;['Sand Veil', 'Water Absorb'];50;85;40;85;40;35;335;0.4;51.3;3;Medium Slow;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
332;Cacturne;Grass;Dark;['Sand Veil', 'Water Absorb'];70;115;60;115;60;55;475;1.3;77.4;3;Medium Slow;2;1;60;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;2.0;2.0;0.5;2.0;0.0;4.0;1.0;0.5;1.0;0.5;1.0;2.0
333;Swablu;Normal;Flying;['Cloud Nine', 'Natural Cure'];45;40;60;40;75;50;310;0.4;1.2;3;Erratic;1;0;255;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
334;Altaria;Dragon;Flying;['Cloud Nine', 'Natural Cure'];75;70;90;70;105;80;490;1.1;20.6;3;Erratic;2;1;45;0;0;0;0;1.0;0.5;0.5;1.0;0.3;4.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0
334;Mega Altaria;Dragon;Fairy;['Pixilate'];75;110;110;110;105;80;590;1.5;20.6;6;Erratic;2;1;45;0;1;0;0;1.0;0.5;0.5;0.5;0.5;2.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;2.0
335;Zangoose;Normal;;['Immunity', 'Toxic Boost'];73;115;60;60;60;90;458;1.3;40.3;3;Erratic;1;1;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
336;Seviper;Poison;;['Infiltrator', 'Shed Skin'];73;100;60;100;60;65;458;2.7;52.5;3;Fluctuating;1;1;90;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
337;Lunatone;Rock;Psychic;['Levitate'];90;55;65;95;85;70;460;1.0;168.0;3;Fast;1;1;45;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;0.5;2.0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;2.0;1.0
338;Solrock;Rock;Psychic;['Levitate'];90;95;85;55;65;70;460;1.2;154.0;3;Fast;1;1;45;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;0.5;2.0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;2.0;1.0
339;Barboach;Water;Ground;['Anticipation', 'Hydration', 'Oblivious'];50;48;43;46;41;60;288;0.4;1.9;3;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;1.0;0.0;4.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0
340;Whiscash;Water;Ground;['Anticipation', 'Hydration', 'Oblivious'];110;78;73;76;71;60;468;0.9;23.6;3;Medium Fast;2;1;75;0;0;0;0;1.0;0.5;1.0;0.0;4.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0
341;Corphish;Water;;['Adaptability', 'Hyper Cutter', 'Shell Armor'];43;80;65;50;35;35;308;0.6;11.5;3;Fluctuating;1;0;205;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
342;Crawdaunt;Water;Dark;['Adaptability', 'Hyper Cutter', 'Shell Armor'];63;120;85;90;55;55;468;1.1;32.8;3;Fluctuating;2;1;155;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
343;Baltoy;Ground;Psychic;['Levitate'];40;40;55;40;70;55;300;0.5;21.5;3;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;2.0;0.5;2.0;1.0;2.0;1.0;1.0
344;Claydol;Ground;Psychic;['Levitate'];60;70;105;70;120;75;500;1.5;108.0;3;Medium Fast;2;1;90;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;2.0;0.5;2.0;1.0;2.0;1.0;1.0
345;Lileep;Rock;Grass;['Storm Drain', 'Suction Cups'];66;41;77;61;87;23;355;1.0;23.8;3;Erratic;1;0;45;0;0;0;0;0.5;1.0;1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0
346;Cradily;Rock;Grass;['Storm Drain', 'Suction Cups'];86;81;97;81;107;43;495;1.5;60.4;3;Erratic;2;1;45;0;0;0;0;0.5;1.0;1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0
347;Anorith;Rock;Bug;['Battle Armor', 'Swift Swim'];45;95;50;40;50;75;355;0.7;12.5;3;Erratic;1;0;45;0;0;0;0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
348;Armaldo;Rock;Bug;['Battle Armor', 'Swift Swim'];75;125;100;70;80;45;495;1.5;68.2;3;Erratic;2;1;45;0;0;0;0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
349;Feebas;Water;;['Adaptability', 'Oblivious', 'Swift Swim'];20;15;20;10;55;80;200;0.6;7.4;3;Erratic;1;0;255;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
350;Milotic;Water;;['Competitive', 'Cute Charm', 'Marvel Scale'];95;60;79;100;125;81;540;6.2;162.0;3;Erratic;2;1;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
351;Castform;Normal;;['Forecast'];70;70;70;70;70;70;420;0.3;0.8;3;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
352;Kecleon;Normal;;['Color Change', 'Protean'];60;90;70;60;120;40;440;1.0;22.0;3;Medium Slow;1;1;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
353;Shuppet;Ghost;;['Cursed Body', 'Frisk', 'Insomnia'];44;75;35;63;33;45;295;0.6;2.3;3;Fast;1;0;225;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
354;Banette;Ghost;;['Cursed Body', 'Frisk', 'Insomnia'];64;115;65;83;63;65;455;1.1;12.5;3;Fast;2;1;45;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
354;Mega Banette;Ghost;;['Prankster'];64;165;75;93;83;75;555;1.2;13.0;6;Fast;2;1;45;0;1;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
355;Duskull;Ghost;;['Frisk', 'Levitate'];20;40;90;30;90;25;295;0.8;15.0;3;Fast;1;0;190;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
